"sqft","floor","max_floor","rooms","finishing ","type_of_housing","subway","time_to_subway","transport_accessibility","park","time_to_park","reservoirs","mall","shool","time_to school","hospital","time_to_hospital","kindergarten","time_to_kindergarten","time_to_bar","parking_space","price","link"
"265.7","18","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","6","нет","272333998","https://www.cian.ru/sale/flat/305452443/"
"216","14","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","6","нет","279808616","https://www.cian.ru/sale/flat/305452352/"
"150.7","14","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","6","нет","144489502","https://www.cian.ru/sale/flat/305452362/"
"76.3","4","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","6","нет","65400011","https://www.cian.ru/sale/flat/307004349/"
"123.3","11","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","6","нет","114488859","https://www.cian.ru/sale/flat/307004344/"
"80.5","4","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","6","нет","69821434","https://www.cian.ru/sale/flat/305509804/"
"96","8","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","6","нет","89110656","https://www.cian.ru/sale/flat/305452301/"
"125.4","15","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","6","нет","116441675","https://www.cian.ru/sale/flat/307004347/"
"157.4","16","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","6","нет","152285917","https://www.cian.ru/sale/flat/305452402/"
"173.2","12","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","6","нет","166818446","https://www.cian.ru/sale/flat/305452322/"
"159.4","16","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","6","нет","174286844","https://www.cian.ru/sale/flat/307004348/"
"160.5","17","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","6","нет","155788683","https://www.cian.ru/sale/flat/305452427/"
"122.3","14","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","6","нет","113626239","https://www.cian.ru/sale/flat/305452342/"
"196.4","18","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","6","нет","193790237","https://www.cian.ru/sale/flat/307004351/"
"154.4","15","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","6","нет","148732285","https://www.cian.ru/sale/flat/305452380/"
"179.8","13","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","6","нет","173578920","https://www.cian.ru/sale/flat/305452334/"
"45.2","4","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","4","нет","42460609","https://www.cian.ru/sale/flat/308070371/"
"89.7","8","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","3","нет","76109105","https://www.cian.ru/sale/flat/308070372/"
"173.6","12","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","2","нет","172816370","https://www.cian.ru/sale/flat/307004335/"
"266.8","19","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","8","нет","319355598","https://www.cian.ru/sale/flat/307004342/"
"122.5","14","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","5","нет","113526855","https://www.cian.ru/sale/flat/305452479/"
"198","19","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","6","нет","194388876","https://www.cian.ru/sale/flat/305452525/"
"216","14","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","3","нет","226444680","https://www.cian.ru/sale/flat/307004330/"
"195","16","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","4","нет","204484410","https://www.cian.ru/sale/flat/308070374/"
"125.9","15","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","2","нет","116937431","https://www.cian.ru/sale/flat/307004336/"
"198.5","17","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","3","нет","209403804","https://www.cian.ru/sale/flat/305452510/"
"196.2","18","20","5","да","новостройка","краснопресненская","4","","Moscow Zoo Park","3","Bolshoy Presnensky Pond","Tishinka","№ 1239","4","№ 19","6","№ 1241","3","4","нет","192107464","https://www.cian.ru/sale/flat/307004338/"
"65.9","5","21","1","да","новостройка","улица 1905 года","9","8.2","Park Krasnogvardeyskie Ponds","2","Krasnogvardeiskie Ponds","нет","№ 2030","2","№ 19","9","№ 1241","3","2","да","82172522","https://www.cian.ru/sale/flat/306541560/"
"157.8","2","21","1","да","новостройка","улица 1905 года","9","8.2","Park Krasnogvardeyskie Ponds","2","Krasnogvardeiskie Ponds","нет","№ 2030","2","№ 19","9","№ 1241","3","9","да","165216600","https://www.cian.ru/sale/flat/307544571/"
"234.3","18","21","1","да","новостройка","улица 1905 года","9","8.2","Park Krasnogvardeyskie Ponds","2","Krasnogvardeiskie Ponds","нет","№ 2030","2","№ 19","9","№ 1241","3","9","да","344593211","https://www.cian.ru/sale/flat/306541543/"
"162.2","6","21","1","да","новостройка","улица 1905 года","9","8.2","Park Krasnogvardeyskie Ponds","2","Krasnogvardeiskie Ponds","нет","№ 2030","2","№ 19","9","№ 1241","3","9","да","208970370","https://www.cian.ru/sale/flat/306541562/"
"460.1","21","21","1","да","новостройка","улица 1905 года","9","8.2","Park Krasnogvardeyskie Ponds","2","Krasnogvardeiskie Ponds","нет","№ 2030","2","№ 19","9","№ 1241","3","9","да","903406350","https://www.cian.ru/sale/flat/306541545/"
"65.5","18","21","1","да","новостройка","улица 1905 года","9","8.2","Park Krasnogvardeyskie Ponds","2","Krasnogvardeiskie Ponds","нет","№ 2030","2","№ 19","9","№ 1241","3","9","да","98250000","https://www.cian.ru/sale/flat/306541564/"
"359.5","21","21","1","да","новостройка","улица 1905 года","9","8.2","Park Krasnogvardeyskie Ponds","2","Krasnogvardeiskie Ponds","нет","№ 2030","2","№ 19","9","№ 1241","3","9","да","585463725","https://www.cian.ru/sale/flat/306541535/"
"181.7","16","21","1","да","новостройка","улица 1905 года","9","8.2","Park Krasnogvardeyskie Ponds","2","Krasnogvardeiskie Ponds","нет","№ 2030","2","№ 19","9","№ 1241","3","9","да","245931404","https://www.cian.ru/sale/flat/306541550/"
"181.8","18","21","1","да","новостройка","улица 1905 года","9","8.2","Park Krasnogvardeyskie Ponds","2","Krasnogvardeiskie Ponds","нет","№ 2030","2","№ 19","9","№ 1241","3","9","да","249941822","https://www.cian.ru/sale/flat/306541541/"
"160.7","3","21","1","да","новостройка","улица 1905 года","9","8.2","Park Krasnogvardeyskie Ponds","2","Krasnogvardeiskie Ponds","нет","№ 2030","2","№ 19","9","№ 1241","3","9","да","176287900","https://www.cian.ru/sale/flat/307544572/"
"163.2","13","21","1","да","новостройка","улица 1905 года","9","8.2","Park Krasnogvardeyskie Ponds","2","Krasnogvardeiskie Ponds","нет","№ 2030","2","№ 19","9","№ 1241","3","9","да","213000480","https://www.cian.ru/sale/flat/307544570/"
"387.3","21","21","1","да","новостройка","улица 1905 года","9","8.2","Park Krasnogvardeyskie Ponds","2","Krasnogvardeiskie Ponds","нет","№ 2030","2","№ 19","9","№ 1241","3","9","да","760463550","https://www.cian.ru/sale/flat/306541531/"
"136","12","21","1","да","новостройка","улица 1905 года","9","8.2","Park Krasnogvardeyskie Ponds","2","Krasnogvardeiskie Ponds","нет","№ 2030","2","№ 19","9","№ 1241","3","9","да","178928400","https://www.cian.ru/sale/flat/307544573/"
"199","15","15","4","да","новостройка","улица 1905 года","9","8.2","Park Krasnogvardeyskie Ponds","2","Krasnogvardeiskie Ponds","нет","№ 2030","2","№ 19","9","№ 1241","3","9","да","313000000","https://www.cian.ru/sale/flat/275146125/"
"237","15","15","4","да","новостройка","улица 1905 года","9","8.2","Park Krasnogvardeyskie Ponds","2","Krasnogvardeiskie Ponds","нет","№ 2030","2","№ 19","9","№ 1241","3","11","да","330000000","https://www.cian.ru/sale/flat/275749328/"
"434.4","21","21","6","да","новостройка","улица 1905 года","9","8.2","Park Krasnogvardeyskie Ponds","2","Krasnogvardeiskie Ponds","нет","№ 2030","2","№ 19","9","№ 1241","3","12","да","752598000","https://www.cian.ru/sale/flat/306541533/"
"73.5","2","10","1","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","12","да","183290000","https://www.cian.ru/sale/flat/306342091/"
"124.2","3","12","1","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","401010000","https://www.cian.ru/sale/flat/307459938/"
"92.3","1","10","1","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","368580000","https://www.cian.ru/sale/flat/306342084/"
"73.8","5","10","1","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","197520000","https://www.cian.ru/sale/flat/306342153/"
"73.7","3","10","1","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","183780000","https://www.cian.ru/sale/flat/306342143/"
"84.3","1","12","1","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","201370000","https://www.cian.ru/sale/flat/306341784/"
"73.2","7","10","1","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","205000000","https://www.cian.ru/sale/flat/306342121/"
"82.4","3","10","1","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","228990000","https://cian.ru/sale/flat/306342145/"
"73.6","7","10","1","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","211400000","https://www.cian.ru/sale/flat/306342164/"
"81.8","7","10","1","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","252870000","https://www.cian.ru/sale/flat/306342166/"
"81.8","5","10","1","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","239900000","https://www.cian.ru/sale/flat/306342154/"
"88","3","12","1","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","290910000","https://www.cian.ru/sale/flat/307459937/"
"94.9","1","10","1","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","367710000","https://www.cian.ru/sale/flat/306342045/"
"86.1","4","12","2","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","222830000","https://www.cian.ru/sale/flat/306341798/"
"117.9","7","10","2","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","333040000","https://www.cian.ru/sale/flat/306342169/"
"118","3","10","2","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","303840000","https://www.cian.ru/sale/flat/306342146/"
"122.5","4","12","2","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","290760000","https://www.cian.ru/sale/flat/306341801/"
"144","4","10","2","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","413220000","https://www.cian.ru/sale/flat/306342057/"
"118.1","2","10","2","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","300970000","https://www.cian.ru/sale/flat/306342139/"
"143.9","2","10","2","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","394350000","https://www.cian.ru/sale/flat/306342046/"
"149.2","5","12","2","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","337180000","https://www.cian.ru/sale/flat/306341808/"
"117.8","8","10","2","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","345010000","https://cian.ru/sale/flat/306342174/"
"143.8","8","10","2","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","461960000","https://www.cian.ru/sale/flat/306342073/"
"174.7","3","12","2","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","574190000","https://www.cian.ru/sale/flat/306341792/"
"143.9","6","10","2","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","438590000","https://www.cian.ru/sale/flat/306342064/"
"163","3","12","2","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","588920000","https://www.cian.ru/sale/flat/306341788/"
"118.1","4","10","2","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","315220000","https://www.cian.ru/sale/flat/306342150/"
"117.9","5","10","2","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","317990000","https://www.cian.ru/sale/flat/306342156/"
"117.9","6","10","2","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","329650000","https://www.cian.ru/sale/flat/306342162/"
"147.5","2","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","378740000","https://www.cian.ru/sale/flat/306342049/"
"165.2","8","12","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","438370000","https://www.cian.ru/sale/flat/306341822/"
"528.8","12","12","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","2147483647","https://www.cian.ru/sale/flat/308126690/"
"156.5","8","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","462390000","https://www.cian.ru/sale/flat/306342172/"
"186","7","12","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","437500000","https://www.cian.ru/sale/flat/306341816/"
"154","6","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","437470000","https://www.cian.ru/sale/flat/306342067/"
"170.3","9","12","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","419560000","https://www.cian.ru/sale/flat/306341829/"
"172.8","8","12","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","442440000","https://www.cian.ru/sale/flat/306341824/"
"172.6","4","12","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","399860000","https://www.cian.ru/sale/flat/306341803/"
"167.4","7","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","512820000","https://www.cian.ru/sale/flat/306342171/"
"172.9","6","12","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","422660000","https://www.cian.ru/sale/flat/306341813/"
"161.6","4","12","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","423420000","https://www.cian.ru/sale/flat/306341797/"
"167.2","3","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","461330000","https://www.cian.ru/sale/flat/306342148/"
"186","5","12","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","417730000","https://www.cian.ru/sale/flat/306341807/"
"167.2","8","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","527030000","https://www.cian.ru/sale/flat/306342176/"
"259.8","5","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","743390000","https://www.cian.ru/sale/flat/306342063/"
"259.5","7","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","777810000","https://www.cian.ru/sale/flat/306342071/"
"167.5","5","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","483830000","https://www.cian.ru/sale/flat/306342158/"
"165.2","10","12","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","504600000","https://www.cian.ru/sale/flat/306341832/"
"147.6","4","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","394420000","https://www.cian.ru/sale/flat/306342058/"
"156.7","6","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","429360000","https://www.cian.ru/sale/flat/306342160/"
"197.6","2","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","515720000","https://www.cian.ru/sale/flat/306342089/"
"172.5","2","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","467820000","https://www.cian.ru/sale/flat/306342086/"
"165.4","6","12","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","403850000","https://www.cian.ru/sale/flat/306341812/"
"172.8","10","12","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","474960000","https://www.cian.ru/sale/flat/306341834/"
"197.6","3","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","522040000","https://www.cian.ru/sale/flat/306342097/"
"172.5","3","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","478760000","https://www.cian.ru/sale/flat/306342095/"
"167","2","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","452690000","https://www.cian.ru/sale/flat/306342141/"
"154.2","2","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","390980000","https://www.cian.ru/sale/flat/306342050/"
"172.5","3","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","478760000","https://www.cian.ru/sale/flat/306342095/"
"172.7","7","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","538750000","https://www.cian.ru/sale/flat/306342119/"
"170.4","1","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","705500000","https://www.cian.ru/sale/flat/306342081/"
"157.6","2","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","386990000","https://www.cian.ru/sale/flat/306342137/"
"171.9","1","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","692060000","https://www.cian.ru/sale/flat/306342040/"
"156.7","4","10","3","нет","новостройка","фрунзенская","10","","The Trubetskoy estate in Khamovniki","6","Moskva River","K-24","№ 171","6","9 Medical and Diagnostic Center of the Ministry of Defense of the Russian Federation","8","№1476","2","3","да","398150000","https://www.cian.ru/sale/flat/306342149/"
